id;Country;Name;Sector;;
;Spain;SANIFIT (EGFF);Services;;
;;ITALIAN ENERGY EFFICIENCY FUND II;Industry;;
;Italy;UBI COVID-19 LOAN FOR SMES AND MIDCAPS;Credit lines;;
;The Netherlands;DOROTHEA INVESTMENT VEHICLE;Energy;;
;The Netherlands;DOROTHEA INVESTMENT VEHICLE;Energy;;
;Czech Republic;CESKA SPORITELNA LOAN FOR SMES AND MIDCAPS II;Credit lines;;
;Italy;INNOVATIVE PROCESS TECHNOLOGIES;Industry;;
;Denmark;GN STORE NORD ACOUSTIC TECHNOLOGY RDI II;Industry;;
;Italy;D-ORBIT (EGFF);Telecom;;
;Poland;GORZOW WLKP URBAN INFRASTRUCTURE;Transport;;
;Germany;INNOVATIVE PROCESS TECHNOLOGIES;Industry;;
;The Netherlands;INNOVATIVE PROCESS TECHNOLOGIES;Industry;;
;The Netherlands;GN STORE NORD ACOUSTIC TECHNOLOGY RDI II;Industry;;
;Denmark;INNOVATIVE PROCESS TECHNOLOGIES;Industry;;
;;INNOVATIVE PROCESS TECHNOLOGIES;Industry;;
;Austria;AFFORDABLE HOUSING HYPO NOE;Urban development;;
;Italy;D-ORBIT (EGFF);Telecom;;
;Portugal;FIGUEIRA ENVIRONMENTAL ENHANCEMENT;Industry;;
;France;LOGEMENTS INTERMEDIAIRES VILLES & REGIONS FRANCE;Urban development;;
;Poland;GORZOW WLKP URBAN INFRASTRUCTURE;Urban development;;
;Georgia;GEORGIA LOAN FOR SMES OUTREACH INITIATIVE;Credit lines;;
;Portugal;LISBON URBAN RENEWAL HOUSING CLIMATE FL;Urban development;;
;Germany;BADEN-WURTTEMBERG REGIONAL ROLLING STOCK & ERTMS;Transport;;
;Portugal;LISBON URBAN RENEWAL HOUSING CLIMATE FL;Water, sewerage;;
;Italy;COVID-19 ITALIAN HEALTHCARE FL;Health;;
;Romania;CEC COVID-19 RESPONSE FOR SMES & MIDCAPS;Credit lines;;
;Italy;ITALY HYDROGRAPHIC RESEARCH VESSELS;Services;;
;Romania;SOGELEASE RO LOAN FOR SMES & MIDCAPS II;Credit lines;;
;Italy;ACEA SETTORE IDRICO ROMA III;Water, sewerage;;
;The Netherlands;VITENS - AFFORDABLE DRINKING WATER SUPPLY;Water, sewerage;;
;;PREDIREC ENR 2;Energy;;
;;PREDIREC ENR 2;Energy;;
;Spain;ENDESA EV SUSTAINABLE CHARGING NETWORK;Transport;;
;Italy;LRH WATER INFRA UPGRADE;Water, sewerage;;
;France;PARIS LIGNE 15 SUD MATERIEL ROULANT;Transport;;
;Bosnia and Herzegovina;CORRIDOR VC CENTRE;Transport;;
;Poland;CO-INVESTMENT MIROVA WIND POLAND;Energy;;
;Sweden;NORTHVOLT ETT -LARGE SCALE BATTERY PLANT;Industry;;
;Montenegro;MAIN ROADS REHABILITATION PROGRAM;Transport;;
;Poland;CO-INVESTMENT MIROVA WIND POLAND;Energy;;
;Germany;GEFA KMU DARLEHEN III;Credit lines;;
;Bulgaria;FLAG DFI COMPLEMENTARY URBAN FACILITY;Urban development;;
;Ireland;SBCI BUSINESS SUPPORT INVESTMENT PLATFORM;Credit lines;;
;Uganda;OFF-GRID SOLAR UGANDA ACCELERATION;Energy;;
;Ireland;SBCI BUSINESS SUPPORT INVESTMENT PLATFORM;Credit lines;;
;France;BPCE ACTION POUR LE CLIMAT;Energy;;
;Luxembourg;SPIRE (EGFF);Telecom;;
;Luxembourg;SPIRE (EGFF);Telecom;;
;Italy;SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL;Water, sewerage;;
;Italy;SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL;Solid waste;;
;Italy;SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL;Services;;
;Italy;SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL;Urban development;;
;Italy;ERYDEL (EGFF);Services;;
;Italy;ERYDEL (EGFF);Services;;
;Italy;SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL;Industry;;
;Italy;SVILUPPO SOSTENIBILE REGIONE LAZIO COVID-19 FL;Health;;
;Italy;TRENITALIA ROLLING STOCK RENEWAL PROGRAM;Transport;;
;Germany;SARTORIUS R&D II;Industry;;
;Morocco;MAROC COVID-19 PUBLIC HEALTHCARE LOAN;Health;;
;Austria;AFFORDABLE HOUSING AUSTRIA ERSTE BANK (PL);Urban development;;
;Poland;OSTROW WIELKOPOLSKI SUSTAINABLE DEVELOPMENT;Services;;
;Senegal;SENEGAL COVID-19 ECONOMIC RESILIENCE;Credit lines;;
;Spain;BARCELONA RESILIENT AND SUSTAINABLE CITY;Urban development;;
;Portugal;SCF PORTUGAL COVID-19 ABS FOR SMES AND MIDCAPS;Credit lines;;
;Germany;SDF TRACTORS RDI;Industry;;
;Italy;SDF TRACTORS RDI;Industry;;
;Italy;PAGOPA DIGITAL TRANSFORMATION ITALY;Services;;
;Portugal;SCF PORTUGAL COVID-19 LOAN FOR SMES AND MIDCAPS;Credit lines;;
;Portugal;SCF PORTUGAL COVID-19 LOAN FOR SMES AND MIDCAPS;Credit lines;;
;Spain;ADIF INFRASTRUCTURE INSPECTION & MAINTENANCE RS;Transport;;
;Egypt;KITCHENER DRAIN;Water, sewerage;;
;Greece;MYTILINEOS SA - AGIOS NIKOLAOS POWER PLANT;Energy;;
;Spain;MEDITERRANEAN RAILWAY CORRIDOR;Transport;;
;Italy;TRENTO INFRA RENEWABLE ENERGY & OTHER PRIOR II;Industry;;
;Italy;TRENTO INFRA RENEWABLE ENERGY & OTHER PRIOR II;Urban development;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Transport;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Industry;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Credit lines;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Services;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Urban development;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Health;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Solid waste;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Water, sewerage;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Energy;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Education;;
;Austria;DEUTSCHE LEASING LOAN FOR SMES & MIDCAPS III;Credit lines;;
;Germany;DEUTSCHE LEASING LOAN FOR SMES & MIDCAPS III;Credit lines;;
;Denmark;SMART INNOVATION 2;Services;;
;Spain;FLEET RENEWAL LOAN COVID-19 SMES & MIDCAPS SCF;Credit lines;;
;Spain;ZANINI RDI & INVESTMENTS;Industry;;
;;SANTANDER COVID-19 RESPONSE FOR SMES & MIDCAPS;Credit lines;;
;Spain;SMART INNOVATION 2;Services;;
;Germany;DUISBURGER HAFEN II;Transport;;
;Germany;SMART INNOVATION 2;Services;;
;;WEST AFRICA MICROFINANCE FACILITY;Services;;
;Germany;CURETIS (EGFF);Services;;
;Germany;CURETIS (EGFF);Services;;
;Italy;BANCA IFIS COVID19 LOAN FOR SMES;Credit lines;;
;Italy;INTESA SANPAOLO LOAN FOR INNOVATIVE MIDCAPS;Credit lines;;
;Ukraine;UKRAINE TRANSPORT CONNECTIVITY;Transport;;
;Estonia;ALTUM COVID-19 CRISIS RESPONSE LOAN FOR SMES;Credit lines;;
;Greece;MARINE AND ATMOSPHERIC CLIMATE CHANGE RESEARCH;Services;;
;Latvia;ALTUM COVID-19 CRISIS RESPONSE LOAN FOR SMES;Credit lines;;
;Greece;MARINE AND ATMOSPHERIC CLIMATE CHANGE RESEARCH;Services;;
;Lithuania;ALTUM COVID-19 CRISIS RESPONSE LOAN FOR SMES;Credit lines;;
;Jordan;JORDAN LOAN FOR SME RESILIENCE FACILITY;Credit lines;;
;France;EIFFEL BIOGAS FUND;Energy;;
;France;EIFFEL BIOGAS FUND;Energy;;
;France;SUD PROVENCE-ALPES-COTE-D AZUR MATERIEL ROULANT;Transport;;
;Spain;IBERDROLA SPAIN GREEN ENERGY FRAMEWORK LOAN;Energy;;
;Austria;PANNONIA ONSHORE WIND;Energy;;
;Austria;PANNONIA ONSHORE WIND;Energy;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Services;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Water, sewerage;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Industry;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Transport;;
;Morocco;AL AMANA MICROCREDIT;Credit lines;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Urban development;;
;Poland;PLOCK MUNICIPAL INVESTMENTS;Urban development;;
;Spain;BBVA COVID19 SUPPORT TO SMES & MIDCAPS;Credit lines;;
;Poland;PLOCK MUNICIPAL INVESTMENTS;Industry;;
;Ukraine;INNOVATION CAMPUS FOR UKRAINE;Services;;
;Lithuania;ENERGY SECURITY OF SUPPLY IN LITHUANIA - PCI;Energy;;
;Ukraine;INNOVATION CAMPUS FOR UKRAINE;Services;;
;The Netherlands;EVIDES WATER SUPPLY II;Water, sewerage;;
;Finland;LAHTI EDUCATION INFRASTRUCTURE;Education;;
;Italy;FOF IT MIUR STUDENT SUPPORT - ISP;Credit lines;;
;France;PLAN EAU ET ASSAINISSEMENT;Water, sewerage;;
;France;E-MOBILITY - HIGH POWER CHARGING STATIONS;Transport;;
;Slovakia;SGEF CZ CLIMATE ACTION AND OTHER PRIORITIES II;Credit lines;;
;France;AMADEUS RDI INNOVATIVE SOLUTIONS;Services;;
;Czech Republic;SGEF CZ CLIMATE ACTION AND OTHER PRIORITIES II;Credit lines;;
;Germany;NETZ ELBE SPREE ROLLING STOCK;Transport;;
;Italy;EDISON GREEN ENERGY FRAMEWORK LOAN;Energy;;
;China;IMAR TONGLIAO SAND DUNES SHELTERBELT FORESTS;Agriculture, fisheries, forestry;;
;Germany;CUREVAC (IDFF);Industry;;
;Germany;CUREVAC (IDFF);Services;;
;;KWS SAAT RDI;Agriculture, fisheries, forestry;;
;Germany;KWS SAAT RDI;Agriculture, fisheries, forestry;;
;The Netherlands;KWS SAAT RDI;Agriculture, fisheries, forestry;;
;France;KWS SAAT RDI;Agriculture, fisheries, forestry;;
;Italy;KWS SAAT RDI;Agriculture, fisheries, forestry;;
;Greece;PANCRETAN LOAN FOR AGRICULTURE & BIOECONOMY;Credit lines;;
;Spain;IBERCAJA AGRIFOOD MBIL SMES & MIDCAPS;Credit lines;;
;Austria;WINDFARMS PRINZENDORF AND POWI;Energy;;
;Austria;WINDFARMS PRINZENDORF AND POWI;Energy;;
;France;ARKEA COVID19 CRISIS RESPONSE FOR SME&MIDCAP;Credit lines;;
;France;PROJET CITEZEN BHNS - THIONVILLE;Transport;;
;France;EUROSTAR ROLLING STOCK;Transport;;
;France;EUROSTAR ROLLING STOCK;Transport;;
;Belgium;EUROSTAR ROLLING STOCK;Transport;;
;Serbia;UCBS IMPACT INCENTIVE LOAN FOR SMES & MID-CAPS;Credit lines;;
;Serbia;UCBS IMPACT INCENTIVE LOAN FOR SMES & MID-CAPS;Credit lines;;
;Belgium;EUROSTAR ROLLING STOCK;Transport;;
;Italy;ALBA LEASING LOAN FOR SME AND MIDCAPS VI;Credit lines;;
;Italy;DE CECCO FOOD PRODUCTION EXPANSION & INNOVATION;Industry;;
;Poland;SB POLSKA COVID-19 RESPONSE FOR SMES & MID-CAPS;Credit lines;;
;Italy;ALBA LEASING LOAN FOR SME AND MIDCAPS VI;Credit lines;;
;Italy;ALBA LEASING LOAN FOR SME AND MIDCAPS VI;Credit lines;;
;Czech Republic;CZECH AGRICULTURE - WATER MANAGEMENT;Water, sewerage;;
;Sweden;BARKARBY AND HAGASTADEN URBAN DEVELOPMENT;Urban development;;
;Sweden;BARKARBY AND HAGASTADEN URBAN DEVELOPMENT;Industry;;
;France;BFCM COVID19 CRISIS RESPONSE FOR SME&MIDCAP MBIL;Credit lines;;
;Sweden;HIGH ENERGY PERFORMING PUBLIC BUILDINGS;Services;;
;Spain;BBVA LOAN FOR SMES & MIDCAPS IV;Credit lines;;
;Spain;BBVA LOAN FOR SMES & MIDCAPS IV;Credit lines;;
;Spain;BBVA LOAN FOR SMES & MIDCAPS IV;Credit lines;;
;Spain;BBVA LOAN FOR SMES & MIDCAPS IV;Credit lines;;
;Spain;ZERO-E SOLAR PV;Energy;;
;Spain;GOYA WIND PROJECT;Energy;;
;Italy;EC-EIB SME INITIATIVE ITALY;Credit lines;;
;Spain;MONEGROS WIND;Energy;;
;Israel;SOREK II DESALINATION PLANT;Water, sewerage;;
;Maldives;COVID 19 RAPID RESPONSE TO THE MALDIVES;Credit lines;;
;Italy;MARGHERA LEVANTE CCGT REDEVELOPMENT;Energy;;
;Italy;VETRI SPECIALI BEVERAGE PACKAGING;Industry;;
;Germany;ANTIVIRAL VACCINE RDI (COVID-19);Services;;
;France;AUVERGNE NUMERIQUE TRES HAUT DEBIT;Telecom;;
;Germany;ANTIVIRAL VACCINE RDI (COVID-19);Services;;
;Spain;METRO DE MADRID INFRASTRUCTURE UPGRADE;Transport;;
;Poland;UMICORE EUROPEAN LARGE-SCALE BATTERY MATERIALS;Industry;;
;Greece;IPTO CRETE ISLAND INTERCONNECTION PHASE I;Energy;;
;Spain;LA CABRERA Y TALAYUELA SOLAR PV;Energy;;
;Finland;ESPOO SCHOOLS PPP PROJECT;Education;;
;Spain;LA CABRERA Y TALAYUELA SOLAR PV;Energy;;
;Spain;SANTANDER COVID-19 RESPONSE FOR SMES & MIDCAPS;Credit lines;;
;Spain;SANTANDER AGRIFOOD COVID-19 MBIL SMES & MIDCAPS;Credit lines;;
;Spain;SABADELL LOAN FOR SMES & MIDCAPS CLIMATE ACTION;Credit lines;;
;Spain;SANTANDER FOCUSED SUPPORT FOR SME & MIDCAPS 2019;Credit lines;;
;Italy;MAIER AUTOMOTIVE MIDCAP GROWTH INVESTMENTS;Industry;;
;Czech Republic;MAIER AUTOMOTIVE MIDCAP GROWTH INVESTMENTS;Industry;;
;Spain;MAIER AUTOMOTIVE MIDCAP GROWTH INVESTMENTS;Industry;;
;Italy;CDP EPIDEMIC RESPONSE FOR SMES AND MIDCAPS;Credit lines;;
;Estonia;ELEKTRILEVI FTTH NETWORK DEVELOPMENT;Telecom;;
;France;FRENCH OFFSHORE ROUND 1 - SAINT NAZAIRE & FECAMP;Energy;;
;Spain;SPANISH SUBURBAN AND REGIONAL ROLLING STOCK;Transport;;
;Poland;POLAND ROAD MODERNISATION IV;Transport;;
;Kosovo*;WWTP GJILAN;Water, sewerage;;
;Sweden;EUROPEAN SPALLATION SOURCE - ESS;Services;;
;Denmark;EUROPEAN SPALLATION SOURCE - ESS;Services;;
;Germany;ILB FOERDERUNG BRANDENBURG FUER KMU UND MID-CAPS;Credit lines;;
;Poland;LORDS LB 66 MW SOLAR PV PORTFOLIO;Energy;;
;Estonia;NORTH ESTONIA MEDICAL CENTRE III;Health;;
;Spain;ICF RAPID COVID-19 RESPONSE FOR SMES & MIDCAPS;Credit lines;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Industry;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Transport;;
;Spain;TUBOS REUNIDOS RDI;Industry;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Services;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Water, sewerage;;
;Poland;UPPER SILESIA URBAN FRAMEWORK PROGRAMME;Urban development;;
;Romania;BUCHAREST S6 ENERGY EFFICIENCY;Urban development;;
;Romania;BUCHAREST S6 ENERGY EFFICIENCY;Industry;;
;Spain;MADRID COVID-19 RESPONSE;Health;;
;France;CHASSIS & BIW & MECHANISMS RDI;Industry;;
;Sweden;CHASSIS & BIW & MECHANISMS RDI;Industry;;
;Germany;CHASSIS & BIW & MECHANISMS RDI;Industry;;
;Spain;CHASSIS & BIW & MECHANISMS RDI;Industry;;
;Barbados;BWA DRINKING WATER NETWORK REHABILITATION;Water, sewerage;;
;Belgium;STEELANOL (EDP);Industry;;
;Spain;ICO COVID-19 RESPONSE FOR SMES AND MIDCAPS SPAIN;Credit lines;;
;Slovenia;ELECTRICITY DISTRIBUTION SLOVENIA II;Energy;;
;Portugal;UCI GREEN ENERGY MORTGAGES MBIL SFSB;Urban development;;
;Germany;HAMBURG WASTEWATER CLIMATE ADAPTATION;Water, sewerage;;
;Romania;AGRICOVER LOAN FOR SMES II;Credit lines;;
;Poland;WROCLAW URBAN DEVELOPMENT;Urban development;;
;France;OCCITANIE MATERIEL ROULANT;Transport;;
;Poland;CARGO ROLLING STOCK MODERNISATION;Transport;;
;The Netherlands;RABOBANK INNOVATION LOAN FOR SMES AND MIDCAPS I;Credit lines;;
;South Africa;NEDBANK PRIVATE SECTOR FACILITY 3;Credit lines;;
;Egypt;BANQUE DU CAIRE LOAN FOR SMES;Credit lines;;
;Romania;BUCHAREST S2 ENERGY EFFICIENCY;Industry;;
;Germany;INNOVATIVE CELL THERAPIES (EGFF) (COVID-19);Services;;
;Germany;INNOVATIVE CELL THERAPIES (EGFF) (COVID-19);Services;;
;France;SG FRANCE SME AND PRIORITY OBJECTIVES LEASING;Credit lines;;
;Montenegro;EBM LOAN FOR SMES & OTHER PRIORITIES;Credit lines;;
;France;BFCM PRET POUR PME ET ETI III;Credit lines;;
;Poland;SCB POLAND LEASING TO SMES AND MID-CAPS;Credit lines;;
;Poland;BZWBK LOAN FOR SMES MIDCAPS AND OTHER PRIORITIES;Credit lines;;
;Sweden;SKANE UNIVERSITY HOSPITAL;Education;;
;Finland;VVO NEAR ZERO ENERGY BUILDINGS;Services;;
;Sweden;SKANE UNIVERSITY HOSPITAL;Health;;
;Sweden;SKANE UNIVERSITY HOSPITAL;Services;;
;Austria;RLB OO LOAN FOR SMES AND MIDCAPS III;Credit lines;;
;Germany;RLB OO LOAN FOR SMES AND MIDCAPS III;Credit lines;;
;Finland;HUS HEALTH CARE INVESTMENT PROGRAMME III;Health;;
;Finland;HUS HEALTH CARE INVESTMENT PROGRAMME III;Education;;
;Poland;PLK E65 SOUTHERN SECTION PHASE I;Transport;;
;Poland;POZNAN INFRASTRUCTURE & SOCIAL FACILITY ACTION;Transport;;
;Poland;POZNAN INFRASTRUCTURE & SOCIAL FACILITY ACTION;Services;;
;Austria;CITYJET REGIONAL ROLLING STOCK;Transport;;
;Slovakia;SLSP LOAN FOR SMES MIDCAPS & OTHER PRIORITIES II;Credit lines;;
;Belarus;RAIFFEISEN LEASING BELARUS LOAN FOR SMES;Credit lines;;
;;NIGELEC EXPANSION DE L ACCES A L ELECTRICITE;Energy;;
;Germany;NAVVIS (EGFF);Services;;
;Bosnia and Herzegovina;RLBH LOAN FOR SMES MIDCAPS &PRIORITY PROJECTS II;Credit lines;;
;Germany;NAVVIS (EGFF);Services;;
;Austria;TTTECH AUTONOMOUS DRIVING RDI;Industry;;
;Poland;WARSAW II METRO LINE EXTENSION;Transport;;
;Germany;AUTOBAHN A3 BIEBELRIED - FURTH ERLANGEN;Transport;;
;Germany;AUTOBAHN A3 BIEBELRIED - FURTH ERLANGEN;Transport;;
;Spain;TTTECH AUTONOMOUS DRIVING RDI;Industry;;
;Lithuania;EU FUNDS CO-FINANCING 2014-2020 (LT);Composite infrastructure;;
;Sweden;HUSUM REFURBISHMENT;Industry;;
;Lithuania;EU FUNDS CO-FINANCING 2014-2020 (LT);Transport;;
;Lithuania;EU FUNDS CO-FINANCING 2014-2020 (LT);Education;;
;Lithuania;EU FUNDS CO-FINANCING 2014-2020 (LT);Energy;;
;Spain;ICO MID-CAP INVESTMENT PLATFORM;Credit lines;;
;Finland;ELENIA DISTRIBUTION NETWORK INVESTMENTS II;Energy;;
;Iceland;OESSUR MEDICAL TECHNOLOGY RDI;Industry;;
;Poland;SZCZECIN MUNICIPAL INFRASTRUCTURE VI;Transport;;
;Poland;SZCZECIN MUNICIPAL INFRASTRUCTURE VI;Urban development;;
;France;BFCM JEUNES AGRICULTEURS & ACTION CLIMATIQUE;Credit lines;;
;Germany;COVESTRO CIRCULAR ECONOMY RDI;Industry;;
;Belgium;WALLONIA SUSTAINABLE WASTEWATER TREATMENT (SPGE);Water, sewerage;;
;Greece;GREECE BANKS LOAN FOR SMES AND MIDCAPS I;Credit lines;;
;Italy;FCA ELECTRIC VEHICLES MANUFACTURING ITALY;Industry;;
;Romania;BUCHAREST S4 ENERGY EFFICIENCY;Industry;;
;Italy;REGIONE PUGLIA 2014-2020 CO-FINANCING;Credit lines;;
;Italy;REGIONE PUGLIA 2014-2020 CO-FINANCING;Water, sewerage;;
;Italy;REGIONE PUGLIA 2014-2020 CO-FINANCING;Services;;
;Italy;REGIONE PUGLIA 2014-2020 CO-FINANCING;Urban development;;
;Italy;REGIONE PUGLIA 2014-2020 CO-FINANCING;Industry;;
;Cameroon;ATI MEMBERSHIP CONTRIBUTION CAMEROON;Services;;
;Poland;LE POMERANIA WIND FARM;Energy;;
;Poland;EV BATTERY GIGAFACTORY POLAND;Industry;;
;The Netherlands;TENNET SOUTH-WEST 380KV WEST;Energy;;
;Estonia;ESTONIAN RAILWAY;Transport;;
;;RUZIZI III REGIONAL HYDROPOWER PPP &TRANSMISSION;Energy;;
;Germany;NBANK KOMMUNALE INFRASTRUKTUR GLOBALDARLEHEN II;Credit lines;;
;The Netherlands;GASUNIE NITROGEN PLANT;Energy;;
;Spain;DE LAGE LANDEN IMPACT LOAN L4SME-MIDCAPS SOUTH;Credit lines;;
;Italy;DE LAGE LANDEN IMPACT LOAN L4SME-MIDCAPS SOUTH;Credit lines;;
;Bosnia and Herzegovina;CORRIDOR VC CENTRE;Transport;;
;Italy;STM SMART SEMICONDUCTOR R&D;Industry;;
;France;STM SMART SEMICONDUCTOR R&D;Industry;;
;Slovenia;KARAVANKE TUNNEL SAFETY UPGRADE;Transport;;
;Romania;PROCREDIT EU SMES MID-CAPS & CLIMATE ACTION MBIL;Credit lines;;
;Nepal;NEPAL DISTRIBUTION SYSTEM UPGRADE AND EXPANSION;Energy;;
;;WEST AFRICA MICROFINANCE FACILITY;Services;;
;France;PARIS HABITAT LOGEMENTS INTERMEDIAIRES;Urban development;;
;Montenegro;MONTENEGRO WATER AND SANITATION;Water, sewerage;;
;Ecuador;ETAPA CUENCA WASTEWATER TREATMENT PLANT;Water, sewerage;;
;France;NIDEC PSA EMOTORS;Industry;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Water, sewerage;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Solid waste;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Industry;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Services;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Health;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Credit lines;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Transport;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Education;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Urban development;;
;Greece;EU FUNDS CO-FINANCING 2014-2020 (GR);Energy;;
;Greece;PPC DISTRIBUTION VII;Energy;;
;Italy;SGEF LEASING ITALY LOAN FOR INNOVATION;Credit lines;;
;Bulgaria;PROCREDIT EU SMES MID-CAPS & CLIMATE ACTION MBIL;Credit lines;;
;Italy;UNICREDIT - DIGITAL TRANSFORMATION FOR SMES;Credit lines;;
;Italy;CR BOLZANO INNOVATION LOAN FOR SMES AND MIDCAPS;Credit lines;;
;Germany;TELEFONICA ADVANCED MOBILE BROADBAND 5G;Telecom;;
;Denmark;JYSKE LOAN FOR SMES AND MIDCAPS II;Credit lines;;
;Italy;INTESA SANPAOLO LOAN FOR SMES IX;Credit lines;;
;Greece;PIRAEUS BANK LOAN FOR AGRICULTURE & BIOECONOMY;Credit lines;;
;Egypt;ALEXANDRIA WEST WASTE WATER TREATMENT PLANT EXT;Water, sewerage;;
;Italy;FOF IT MIUR STUDENT SUPPORT - ICCREA;Credit lines;;
;Hungary;EDUCATION INFRASTRUCTURE (HU) II;Education;;
;Croatia;ISTRA CAMPING SITE MODERNISATION;Services;;
;Ghana;KPONG DAM RETROFIT;Energy;;
;Croatia;ISTRA CAMPING SITE MODERNISATION;Services;;
;Portugal;MONTEPIO LOAN FOR SMES MIDCAPS & OTHER PRIORIT 4;Credit lines;;
;Spain;SEVILLA SOCIAL HOUSING;Urban development;;
;The Netherlands;AMSTERDAM PUBLIC TRANSPORT FLEET RENEWAL;Transport;;
;Greece;DFI FOR URBAN DEVELOPMENT & EE (JESSICA II);Urban development;;
;Greece;DFI FOR URBAN DEVELOPMENT & EE (JESSICA II);Industry;;
;Greece;DFI FOR URBAN DEVELOPMENT & EE (JESSICA II);Energy;;
;;EIB-EIF SME FUNDS INVESTMENT FACILITY;Services;;
;;EIB-EIF SME FUNDS INVESTMENT FACILITY;Services;;
;Kazakhstan;KAZAKHSTAN MICRO LENDING;Credit lines;;
;France;IN LI LOGEMENT INTERMEDIAIRE;Urban development;;
;Ireland;HFA SOCIAL & AFFORDABLE HOUSING PROGRAMME;Urban development;;
;Georgia;TBC BANK JSC LOAN FOR SMES;Credit lines;;
;Serbia;CREDIT AGRICOLE LOAN FOR SME&OTHERPRIORITIES III;Credit lines;;
;Germany;UNICREDIT LEASING SME AND MIDCAP LOAN;Credit lines;;
;Poland;MALOPOLSKA REGIONAL INFRASTRUCTURE II;Transport;;
;Poland;MALOPOLSKA REGIONAL INFRASTRUCTURE II;Composite infrastructure;;
;Cambodia;SAAMBAT SUSTAINABLE RURAL DEVELOPMENT CAMBODIA;Transport;;
;Kazakhstan;KAZAKHSTAN MICRO LENDING;Credit lines;;
;North Macedonia;SKOPJE WWTP;Water, sewerage;;
;Bosnia and Herzegovina;WATER AND SANITATION RS II;Water, sewerage;;
;Poland;DAIRY PRODUCTION MODERNISATION AND LOGISTICS;Industry;;
;India;BHOPAL METRO RAIL PROJECT;Transport;;
;Spain;BBVA ENHANCED SUPPORT TO SMES AND MIDCAPS;Credit lines;;
;Colombia;BANCOLDEX PRIVATE SECTOR SUPPORT;Credit lines;;
;Greece;DEPA LNG BUNKERING VESSEL;Transport;;
;Spain;BBVA ENHANCED SUPPORT TO SMES AND MIDCAPS;Credit lines;;
;Estonia;BOLT (EGFF);Services;;
;Estonia;BOLT (EGFF);Services;;
;Italy;MIUR RDI MBIL - BPER;Credit lines;;
;;GAGEO I FUND;Credit lines;;
;Portugal;BCP INNOVATIVE MIDCAP LINKED RISK SHARING;Credit lines;;
;Bosnia and Herzegovina;CORRIDOR VC ZENICA NORTH;Transport;;
;Morocco;AGRO-FOOD PROGRAMME MOROCCO;Agriculture, fisheries, forestry;;
;Spain;ICE FOCUSED SUPPORT FOR SMES AND MIDCAPS;Credit lines;;
;North Macedonia;SKOPJE WWTP;Water, sewerage;;
;China;YANGTZE RIVER BASIN FOREST PROTECTION;Agriculture, fisheries, forestry;;
;;EU MALARIA FUND SENIOR PARTICIPATION;Services;;
;Germany;ISOTOPE TECHNOLOGIES (EGFF);Services;;
;France;INVIVO DIGITAL AGRICULTURE PLATFORM;Services;;
;Germany;VHH HAMBURG E-MOBILITY PROGRAMME;Transport;;
;Belgium;PMV CORPORATE LOANS PLATFORM;Credit lines;;
;Spain;GALICIA PUBLIC R&D;Services;;
;Hungary;AMES SINTERING GROWTH INVESTMENTS;Industry;;
;Slovakia;VENTURE TO FUTURE FUND;Services;;
;;AMETHIS MENA FUND II;Services;;
;Spain;AMES SINTERING GROWTH INVESTMENTS;Industry;;
